"path","lines","classes[0].name","classes[0].functions.length"
"tests/common/modules/shoppingcart/TestShoppingCartAddressApiController.php",76,"TestShoppingCartAddressApiController",7
"tests/common/modules/shoppingcart/TestShoppingCartPaymentApiController.php",23,"TestShoppingCartPaymentApiController",4
"tests/common/modules/shoppingcart/TestShoppingCartReviewApiController.php",56,"TestShoppingCartReviewApiController",9
"tests/common/modules/shorturls/TestShortUrlController.php",159,"TestShortUrlController",15
"tests/common/modules/signup/TestFacebookSignUpController.php",71,"TestFacebookSignUpController",3
"tests/common/modules/signup/testActivationController.php",48,"TestActivationController",5
"tests/common/modules/stock/TestStockCollectionApi.php",368,"TestStockCollectionApi",18
"tests/common/modules/users/TestUserLoginModel.php",28,"TestUserLoginModel",5
"tests/common/modules/visitors/AbstractVisitorTest.php",23,"AbstractVisitorTest",1
"tests/common/widgets/pixels/TestListenLoopStep1PixelWidget.php",30,"TestListenLoopStep1PixelWidget",4
"tests/common/widgets/pixels/TestHasOffersPixelWidget.php",48,"TestHasOffersPixelWidget",7
"tests/framework/audioblocks/factories/AudioCategoryFactory.php",73,"AudioCategoryFactory",5
"tests/framework/audioblocks/factories/CreditCardFactory.php",22,"CreditCardFactory",4
"tests/framework/audioblocks/factories/AudioStockFactory.php",67,"AudioStockFactory",6
"tests/framework/audioblocks/factories/PaymentGatewayFactory.php",7,"PaymentGatewayFactory",1
"tests/framework/audioblocks/factories/PlanFactory.php",71,"PlanFactory",4
"tests/framework/audioblocks/factories/PromotionalOffersFactory.php",47,"PromotionalOffersFactory",1
"tests/framework/common/factories/ApiPermissionsFactory.php",15,"ApiPermissionsFactory",1
"tests/framework/common/factories/ContributorPayoutCycleFactory.php",23,"ContributorPayoutCycleFactory",1
"tests/framework/common/factories/ContributorPayoutFactory.php",54,"ContributorPayoutFactory",1
"tests/framework/common/factories/CrossSellMockRequestFactory.php",64,"CrossSellMockRequestFactory",4
"tests/framework/common/factories/MemberBinsFactory.php",20,"MemberBinsFactory",1
"tests/framework/common/factories/MemberSubscriptionChangeReasonsFactory.php",14,"MemberSubscriptionChangeReasonsFactory",1
"tests/framework/common/factories/MemberFactory.php",184,"MemberFactory",7
"tests/framework/common/factories/OrganizationFactory.php",40,"OrganizationFactory",2
"tests/framework/common/factories/PermissionsFactory.php",46,"PermissionsFactory",4
"tests/framework/common/factories/StockContributorFactory.php",30,"StockContributorFactory",1
"tests/framework/common/factories/StockFactory.php",137,"StockFactory",4
"tests/framework/common/factories/StockLibrariesFactory.php",17,"StockLibrariesFactory",1
"tests/framework/common/factories/SubMemberFactory.php",38,"SubMemberFactory",3
"tests/framework/common/factories/UserLeadMockFactory.php",36,"UserLeadMockFactory",3
"tests/framework/graphicstock/factories/GraphicCategoryFactory.php",26,"GraphicCategoryFactory",1
"tests/framework/graphicstock/factories/GraphicStockFactory.php",61,"GraphicStockFactory",8
"tests/framework/tests/tools/AbstractLogTest.php",18,"AbstractLogTest",1
"tests/framework/videoblocks/factories/MarketplaceFactory.php",72,"MarketplaceFactory",7
"tests/framework/videoblocks/factories/MemberPaymentsFactory.php",47,"MemberPaymentsFactory",2
"tests/framework/videoblocks/factories/ShoppingCartCouponsFactory.php",38,"ShoppingCartCouponsFactory",1
"tests/framework/videoblocks/factories/ShoppingCartCouponsStockContributorsFactory.php",10,"ShoppingCartCouponsStockContributorsFactory",1
"tests/framework/videoblocks/factories/ShoppingCartFactory.php",35,"ShoppingCartFactory",1
"tests/framework/videoblocks/factories/TaxTreatyWithholdingFactory.php",17,"TaxTreatyWithholdingFactory",1
"tests/framework/videoblocks/factories/VatWithholdingFactory.php",14,"VatWithholdingFactory",1
"tests/framework/videoblocks/factories/VideoCategoryFactory.php",156,"VideoCategoryFactory",1
"tests/framework/videoblocks/factories/VideoStockFactory.php",99,"VideoStockFactory",6
"tests/graphicstock/api/helperclasses/MockGraphicStockItemApiRequestDTO.php",101,"MockGraphicStockItemApiRequestDTO",10
"tests/graphicstock/modules/Search/TestGraphicSearchFiltersBuilder.php",30,"TestGraphicSearchFiltersBuilder",5
"tests/graphicstock/modules/Search/TestGraphicSearchRedirectController.php",19,"TestGraphicSearchRedirectController",5
"tests/graphicstock/modules/Search/TestGraphicSearchTypeDescriptionBuilder.php",27,"TestGraphicSearchTypeDescriptionBuilder",5
"tests/graphicstock/modules/billing/TestGraphicCronNotBilledActiveMembersJob.php",16,"TestGraphicCronNotBilledActiveMembersJob",4
"tests/graphicstock/modules/pages/TestGraphicRobotsController.php",13,"TestGraphicRobotsController",2
"tests/graphicstock/services/Stock/TestGraphicStockMainCategoriesEntityService.php",70,"TestGraphicStockMainCategoriesEntityService",2
"tests/integration/videoblocks/search/TestContributorPortfolioSearchController.php",53,"TestContributorPortfolioSearchController",5
"tests/integration/videoblocks/search/TestVideoRelatedSearch.php",32,"TestVideoRelatedSearch",5
"tests/toolbelt/Scaffolding/Scaffolding/TestMvcScaffoldFileWriter.php",44,"TestMvcScaffoldFileWriter",6
"tests/videoblocks/IPN/Controllers/VideoIPNControllerTest.php",101,"VideoIPNControllerTest",7
"tests/videoblocks/api/helperclasses/MockSalesHistoryFactory.php",217,"MockSalesHistoryFactory",15
"tests/videoblocks/api/helperclasses/_TestVideoContributorsApiController_addOrUpdateContributorProfile.php",6,"_TestContributorsApiController_addOrUpdateContributorProfile",1
"tests/videoblocks/api/helperclasses/MockVideoStockItemApiRequestDTO.php",200,"MockVideoStockItemApiRequestDTO",19
"tests/videoblocks/api/helperclasses/_TestVideoStockItemApiController_addStockItem.php",20,"_TestVideoStockItemApiController_addStockItem",4
"tests/videoblocks/modules/Search/TestSearchDescriptionService.php",61,"TestSearchDescriptionService",3
"tests/videoblocks/modules/Search/TestVideoSearchFiltersBuilder.php",28,"TestVideoSearchFiltersBuilder",5
"tests/videoblocks/modules/Search/TestVideoSearchTypeDescriptionBuilder.php",27,"TestVideoSearchTypeDescriptionBuilder",5
"tests/videoblocks/modules/billing/TestVideoCronNotBilledActiveMembersJob.php",32,"TestVideoCronNotBilledActiveMembersJob",5
"tests/videoblocks/modules/signup/TestBentPixelsOAuthClient.php",40,"TestBentPixelsOAuthClient",5
"tests/videoblocks/modules/signup/TestFullScreenOAuthClient.php",40,"TestFullScreenOAuthClient",3
"tests/videoblocks/modules/signup/TestVideoBentPixelsSignupController.php",90,"TestVideoBentPixelsSignupController",9
"tests/videoblocks/modules/signup/TestVideoFullScreenSignupController.php",95,"TestVideoFullScreenSignupController",10
"tests/videoblocks/search/converters/SalesHistoryOptionsDTOSalesHistorySearchApiRequestConverterTest.php",78,"SalesHistoryOptionsDTOSalesHistorySearchApiRequestConverterTest",4
"tests/videoblocks/search/converters/SearchApiResponseVideoSalesHistoryDTOConverterTest.php",126,"SearchApiResponseSalesHistoryDTOConverterTest",0
"tests/videoblocks/search/converters/SearchModelOptionsDTOVideoApiRequestConverterTest.php",111,"SearchModelOptionsDTOVideoApiRequestConverterTest",8
"tests/videoblocks/search/helpers/MockStockItemsForSearch.php",27,"MockStockItemsForSearch",3
"tests/videoblocks/services/Seo/TestVideoSearchSeoService.php",39,"TestVideoSearchSeoService",3
"tests/videoblocks/services/Stock/TestStockItemUrlIdRedirectEntityService.php",30,"StockItemUrlIdRedirectEntityServiceTest",4
"tests/videoblocks/services/Stock/TestVideoStockItemDetailsSEOService.php",53,"TestVideoStockItemDetailsSEOService",8
"tests/videoblocks/services/Stock/TestVideoStockMainCategoriesEntityService.php",193,"TestVideoStockMainCategoriesEntityService",7
"tests/videoblocks/services/shoppingcarts/TestMergeShoppingCartsService.php",301,"TestMergeShoppingCartsService",28
"tests/videoblocks/services/shoppingcarts/TestShoppingCartChangeLogEntityService.php",158,"TestShoppingCartChangeLogEntityService",15
"tests/videoblocks/services/shoppingcarts/TestShoppingCartService.php",152,"TestShoppingCartService",16
"tests/videoblocks/services/shoppingcarts/TestShoppingCartStockItemPurchaseOptionsEntityService.php",90,"TestStockItemPurchaseOptionsEntityService",12
"tests/videoblocks/services/shoppingcarts/TestShoppingCartsEntityService.php",201,"TestShoppingCartsEntityService",20
"tests/videoblocks/widgets/pixels/TestVideoListenLoopTrackingPixelWidget.php",94,"TestVideoListenLoopTrackingPixelWidget",7
"toolbelt/Commands/Make/Enterprise/EnterpriseMemberMakeCommand.php",102,"EnterpriseMemberMakeCommand",7
"toolbelt/Commands/Make/Enterprise/EnterpriseOrganizationMakeCommand.php",123,"EnterpriseOrganizationMakeCommand",4
"toolbelt/Scaffolding/Templates/AbTest/AbTestInstanceContextResolver.php",25,"AbTestInstanceContextResolver",5
"toolbelt/Scaffolding/Templates/AbTest/AbTestMigrationContextResolver.php",56,"AbTestMigrationContextResolver",6
"CoreSites/AudioBlocks/Modules/Api/Controllers/AudioApiController.php",36,"AudioApiController",1
"CoreSites/AudioBlocks/Modules/Api/Models/TongalApiRequestModel.php",112,"TongalApiRequestModel",10
"CoreSites/AudioBlocks/Modules/Api/Routes/AudioApiRouteCollection.php",38,"AudioApiRouteCollection",3
"CoreSites/AudioBlocks/Modules/Billboard/GoBeyond/AudioBlocksCohBillboardProvider.php",8,"AudioBlocksCohBillboardProvider",1
"CoreSites/AudioBlocks/Modules/Billboard/GoBeyond/AudioBlocksMemberBillboardProvider.php",8,"AudioBlocksMemberBillboardProvider",1
"CoreSites/AudioBlocks/Modules/Billboard/GoBeyond/AudioBlocksVisitorBillboardProvider.php",20,"AudioBlocksVisitorBillboardProvider",4
"CoreSites/AudioBlocks/Modules/Billing/Controllers/AudioBillingController.php",83,"AudioBillingController",18
"CoreSites/AudioBlocks/Modules/Billing/Routes/AudioBillingRouteCollection.php",61,"AudioBillingRouteCollection",10
"CoreSites/AudioBlocks/Modules/Billing/ViewModels/AudioBillingCrossSellReactivationViewModel.php",10,"AudioBillingCrossSellReactivationViewModel",2
"CoreSites/AudioBlocks/Modules/Billing/ViewModels/AudioBillingNonMemberUpdateCcViewModel.php",7,"AudioBillingNonMemberUpdateCcViewModel",1
"CoreSites/AudioBlocks/Modules/Billing/ViewModels/AudioBillingReactivationViewModel.php",16,"AudioBillingReactivationViewModel",2
"CoreSites/AudioBlocks/Modules/Billing/ViewModels/AudioBillingRenewalViewModel.php",7,"AudioBillingRenewalViewModel",1
"CoreSites/AudioBlocks/Modules/Billing/ViewModels/AudioBillingUpgradeViewModel.php",4,"AudioBillingUpgradeViewModel",0
"CoreSites/AudioBlocks/Modules/Billing/Views/AudioBillingCrossSellReactivationView.php",25,,
"CoreSites/AudioBlocks/Modules/Billing/Views/AudioBillingEarlyRenewalView.php",52,,
"CoreSites/AudioBlocks/Modules/Billing/Views/AudioBillingNonMemberUpdateCcView.php",18,,
"CoreSites/AudioBlocks/Modules/Billing/Views/AudioBillingReactivationOfferView.php",36,,
"CoreSites/AudioBlocks/Modules/Billing/Views/AudioBillingReactivationView.php",46,,
"CoreSites/AudioBlocks/Modules/Billing/Views/AudioBillingRenewalView.php",38,,
"CoreSites/AudioBlocks/Modules/Billing/Views/AudioBillingUpgradeView.php",35,,
"CoreSites/AudioBlocks/Modules/Home/Controllers/AudioHomeController.php",37,"AudioHomeController",4
"CoreSites/AudioBlocks/Modules/Home/Models/AudioHomeModel.php",13,"AudioHomeModel",2
"CoreSites/AudioBlocks/Modules/Home/Routes/AudioHomeRouteCollection.php",31,"AudioHomeRouteCollection",3
"CoreSites/AudioBlocks/Modules/Member/Controllers/AudioMemberAgreementController.php",4,"AudioMemberAgreementController",0
"CoreSites/AudioBlocks/Modules/Member/Controllers/AudioMemberBillingController.php",4,"AudioMemberBillingController",0
"CoreSites/AudioBlocks/Modules/Member/Controllers/AudioMemberBinController.php",38,"AudioMemberBinController",9
"CoreSites/AudioBlocks/Modules/Member/Controllers/AudioMemberCancelController.php",45,"AudioMemberCancelController",3
"CoreSites/AudioBlocks/Modules/Member/Controllers/AudioMemberConfirmationController.php",52,"AudioMemberConfirmationController",3
"CoreSites/AudioBlocks/Modules/Member/Controllers/AudioMemberDashboardController.php",32,"AudioMemberDashboardController",2
"CoreSites/AudioBlocks/Modules/Member/Controllers/AudioMemberDownloadsController.php",16,"AudioMemberDownloadsController",3
"CoreSites/AudioBlocks/Modules/Member/Controllers/AudioMemberInvoiceController.php",4,"AudioMemberInvoiceController",0
"CoreSites/AudioBlocks/Modules/Member/Controllers/AudioMemberLogoutController.php",10,"AudioMemberLogoutController",1
"CoreSites/AudioBlocks/Modules/Member/Controllers/AudioMemberManageSubMembersController.php",24,"AudioMemberManageSubMembersController",5
"CoreSites/AudioBlocks/Modules/Member/Controllers/AudioMemberReferController.php",16,"AudioMemberReferController",3
"CoreSites/AudioBlocks/Modules/Member/Controllers/AudioMemberProfileController.php",4,"AudioMemberProfileController",0
"CoreSites/AudioBlocks/Modules/Member/Controllers/AudioMemberYouTubeLicenseController.php",49,"AudioMemberYouTubeLicenseController",3
"CoreSites/AudioBlocks/Modules/Member/Models/AudioMemberModel.php",27,"AudioMemberModel",4
"CoreSites/AudioBlocks/Modules/Member/Models/AudioMemberYouTubeLicenseModel.php",45,"AudioMemberYouTubeLicenseModel",2
"CoreSites/AudioBlocks/Modules/Member/ViewModels/AudioMemberBinsViewModel.php",4,"AudioMemberBinsViewModel",0
"CoreSites/AudioBlocks/Modules/Member/ViewModels/AudioActivateSubMemberViewModel.php",7,"AudioActivateSubMemberViewModel",0
"CoreSites/AudioBlocks/Modules/Member/ViewModels/AudioMemberCancelSuccessViewModel.php",6,"AudioMemberCancelSuccessViewModel",1
"CoreSites/AudioBlocks/Modules/Member/ViewModels/AudioMemberCancelViewModel.php",56,"AudioMemberCancelViewModel",1
"CoreSites/AudioBlocks/Modules/Member/ViewModels/AudioMemberConfirmationViewModel.php",83,"AudioMemberConfirmationViewModel",1
"CoreSites/AudioBlocks/Modules/Member/ViewModels/AudioMemberDashboardViewModel.php",31,"AudioMemberDashboardViewModel",1
"CoreSites/AudioBlocks/Modules/Member/ViewModels/AudioMemberDownloadsViewModel.php",35,"AudioMemberDownloadsViewModel",1
"CoreSites/AudioBlocks/Modules/Member/ViewModels/AudioMemberManageSubMembersViewModel.php",4,"AudioMemberManageSubMembersViewModel",0
"CoreSites/AudioBlocks/Modules/Member/ViewModels/AudioMemberReferViewModel.php",8,"AudioMemberReferViewModel",1
"CoreSites/AudioBlocks/Modules/Member/ViewModels/AudioMemberStockInTheBinClientFeedbackViewModel.php",18,"AudioMemberStockInTheBinClientFeedbackViewModel",1
"CoreSites/AudioBlocks/Modules/Member/ViewModels/AudioMemberStockInTheBinPublicViewModel.php",15,"AudioMemberStockInTheBinPublicViewModel",1
"CoreSites/AudioBlocks/Modules/Member/ViewModels/AudioMemberStockInTheBinViewModel.php",44,"AudioMemberStockInTheBinViewModel",1
"CoreSites/AudioBlocks/Modules/Member/ViewModels/AudioMemberYouTubeLicenseViewModel.php",28,"AudioMemberYouTubeLicenseViewModel",1
"CoreSites/AudioBlocks/Modules/Member/Routes/AudioMembersRouteCollection.php",250,"AudioMembersRouteCollection",42
"CoreSites/AudioBlocks/Modules/Member/Views/AudioActivateSubMemberView.php",15,,
"CoreSites/AudioBlocks/Modules/Member/Views/AudioMemberCancelView.php",24,,
"CoreSites/AudioBlocks/Modules/Member/Views/AudioMemberConfirmationView.php",17,,
"CoreSites/AudioBlocks/Modules/Member/Views/AudioMemberDashboardView.php",27,,
"CoreSites/AudioBlocks/Modules/Member/Views/AudioMemberDownloadsView.php",19,,
"CoreSites/AudioBlocks/Modules/Member/Views/AudioMemberManageSubMembersView.php",51,,
"CoreSites/AudioBlocks/Modules/Member/Views/AudioMemberReferView.php",8,,
"CoreSites/AudioBlocks/Modules/Member/Views/AudioMemberYouTubeLicenseView.php",6,,
"CoreSites/AudioBlocks/Modules/Pages/Controllers/AudioRedirectController.php",14,"AudioRedirectController",2
"CoreSites/AudioBlocks/Modules/Pages/Controllers/AudioRobotsController.php",8,"AudioRobotsController",1
"CoreSites/AudioBlocks/Modules/Pages/Controllers/AudioStaticPageController.php",74,"AudioStaticPageController",6
"CoreSites/AudioBlocks/Modules/Pages/Models/AudioStaticPage.php",4,"AudioStaticPage",0
"CoreSites/AudioBlocks/Modules/Pages/Models/AudioStaticPageModel.php",4,"AudioStaticPageModel",0
"CoreSites/AudioBlocks/Modules/Pages/Routes/AudioRobotsRouteCollection.php",12,"AudioRobotsRouteCollection",1
"CoreSites/AudioBlocks/Modules/Pages/Routes/AudioStaticPageRouteCollection.php",52,"AudioStaticPageRouteCollection",6
"CoreSites/AudioBlocks/Modules/Pages/ViewModels/AudioLearnMorePageViewModel.php",7,"AudioLearnMorePageViewModel",1
"CoreSites/AudioBlocks/Modules/Pages/ViewModels/AudioOptimizelyStaticPageViewModel.php",4,"AudioOptimizelyStaticPageViewModel",0
"CoreSites/AudioBlocks/Modules/Pages/ViewModels/AudioStaticPageViewModel.php",24,"AudioStaticPageViewModel",1
"CoreSites/AudioBlocks/Modules/Pages/Views/AudioOptimizelyStaticPageView.php",4,,
"CoreSites/AudioBlocks/Modules/Pages/Views/AudioPartnerPageView.php",8,,
"CoreSites/AudioBlocks/Modules/Pages/Views/AudioRobotsView.php",1,,
"CoreSites/AudioBlocks/Modules/Pages/Views/FreeGift.php",165,,
"CoreSites/AudioBlocks/Modules/PublicApi/Controllers/AudioPublicDownloadApiController.php",15,"AudioPublicDownloadApiController",2
"CoreSites/AudioBlocks/Modules/PublicApi/Controllers/AudioPublicSearchApiController.php",18,"AudioPublicSearchApiController",3
"CoreSites/AudioBlocks/Modules/PublicApi/DTOs/AudioPublicSearchApiStockItemResponseDTO.php",19,"AudioPublicSearchApiStockItemResponseDTO",1
"CoreSites/AudioBlocks/Modules/PublicApi/Models/AudioPublicSearchApiRequest.php",90,"AudioPublicSearchApiRequest",13
"CoreSites/AudioBlocks/Modules/PublicApi/Routes/AudioPublicApiRouteCollection.php",26,"AudioPublicApiRouteCollection",3
"CoreSites/AudioBlocks/Modules/Search/Controllers/AudioSearchController.php",89,"AudioSearchController",11
"CoreSites/AudioBlocks/Modules/Search/Controllers/AudioSearchTypeAheadController.php",7,"AudioSearchTypeAheadController",1
"CoreSites/AudioBlocks/Modules/Search/Converters/AudioPublicSearchApiRequestConverter.php",59,"AudioPublicSearchApiRequestConverter",7
"CoreSites/AudioBlocks/Modules/Search/Converters/AudioSearchApiResponseSearchResultsDTOConverter.php",18,"AudioSearchApiResponseSearchResultsDTOConverter",1
"CoreSites/AudioBlocks/Modules/Search/Converters/AudioSearchConversionServiceFactory.php",18,"AudioSearchConversionServiceFactory",1
"CoreSites/AudioBlocks/Modules/Search/Converters/AudioSearchModelOptionsAudioSubRequestBodyConverter.php",33,"AudioSearchModelOptionsAudioSubRequestBodyConverter",3
"CoreSites/AudioBlocks/Modules/Search/Converters/SearchModelOptionsDTOApiRequestConverter.php",16,"SearchModelOptionsDTOApiRequestConverter",1
"CoreSites/AudioBlocks/Modules/Search/DTOs/AudioSearchModelOptionsDTO.php",104,"AudioSearchModelOptionsDTO",24
"CoreSites/AudioBlocks/Modules/Search/Models/AudioSearchModel.php",29,"AudioSearchModel",7
"CoreSites/AudioBlocks/Modules/Search/Models/AudioSearchModelOptionsInterface.php",23,,
"CoreSites/AudioBlocks/Modules/Search/Models/AudioSearchModelRequestParameters.php",92,"AudioSearchModelRequestParameters",22
"CoreSites/AudioBlocks/Modules/Search/Models/_AudioSearchModelOptions.php",387,"_AudioSearchModelOptions",37
"CoreSites/AudioBlocks/Modules/Search/Routes/AudioSearchApiRouteCollection_v1.php",4,"AudioSearchApiRouteCollection_v1",0
"CoreSites/AudioBlocks/Modules/Search/Routes/AudioRouteTranslater.php",206,"AudioRouteTranslater",17
"CoreSites/AudioBlocks/Modules/Search/Routes/AudioSearchRouteCollection.php",318,"AudioSearchRouteCollection",19
"CoreSites/AudioBlocks/Modules/Search/ViewModels/AudioSearchViewModel.php",330,"AudioSearchViewModel",6
"CoreSites/AudioBlocks/Modules/Search/Views/AudioSearchView.php",43,,
"CoreSites/AudioBlocks/Modules/Signup/Controllers/AudioActivationController.php",23,"AudioActivationController",4
"CoreSites/AudioBlocks/Modules/Signup/Controllers/AudioCreateAccountFromVBController.php",39,"AudioCreateAccountFromVBController",3
"CoreSites/AudioBlocks/Modules/Signup/Controllers/AudioEduContestPartnerSignupProcessController.php",21,"AudioEduContestPartnerSignupProcessController",2
"CoreSites/AudioBlocks/Modules/Signup/Controllers/AudioFreeTrialController.php",80,"AudioFreeTrialController",12
"CoreSites/AudioBlocks/Modules/Signup/Controllers/AudioJoinController.php",109,"AudioJoinController",21
"CoreSites/AudioBlocks/Modules/Signup/Controllers/AudioPartnerSignupPageController.php",25,"AudioPartnerSignupPageController",4
"CoreSites/AudioBlocks/Modules/Signup/Models/AudioCreateAccountFromVBModel_StockBlocks.php",294,"AudioCreateAccountFromVBModel_StockBlocks",22
"CoreSites/AudioBlocks/Modules/Signup/Routes/AudioSignupRouteCollection.php",161,"AudioSignupRouteCollection",25
"CoreSites/AudioBlocks/Modules/Signup/ViewModels/AudioActivationViewModel.php",4,"AudioActivationViewModel",0
"CoreSites/AudioBlocks/Modules/Signup/ViewModels/AudioComplimentary2ViewModel.php",29,"AudioComplimentary2ViewModel",1
"CoreSites/AudioBlocks/Modules/Signup/ViewModels/AudioFreeTrialStep1ViewModel.php",4,"AudioFreeTrialStep1ViewModel",0
"CoreSites/AudioBlocks/Modules/Signup/ViewModels/AudioFreeTrialStep2ViewModel.php",24,"AudioFreeTrialStep2ViewModel",5
"CoreSites/AudioBlocks/Modules/Signup/ViewModels/AudioJoinConcertViewModel.php",28,"AudioJoinConcertViewModel",1
"CoreSites/AudioBlocks/Modules/Signup/ViewModels/AudioJoinOneClickCrossSellViewModel.php",60,"AudioJoinOneClickCrossSellViewModel",5
"CoreSites/AudioBlocks/Modules/Signup/ViewModels/AudioJoinStep0ViewModel.php",19,"AudioJoinStep0ViewModel",1
"CoreSites/AudioBlocks/Modules/Signup/ViewModels/AudioJoinStep1ViewModel.php",31,"AudioJoinStep1ViewModel",2
"CoreSites/AudioBlocks/Modules/Signup/ViewModels/AudioJoinStep2ViewModel.php",11,"AudioJoinStep2ViewModel",1
"CoreSites/AudioBlocks/Modules/Signup/ViewModels/AudioPartnerSignupPageViewModel.php",4,"AudioPartnerSignupPageViewModel",0
"CoreSites/AudioBlocks/Modules/Signup/Views/AudioActivationView.php",5,,
"CoreSites/AudioBlocks/Modules/Signup/Views/AudioComplementary2View.php",36,,
"CoreSites/AudioBlocks/Modules/Signup/Views/AudioComplimentary2View.php",36,,
"CoreSites/AudioBlocks/Modules/Signup/Views/AudioFreeTrialStep1View.php",51,,
"CoreSites/AudioBlocks/Modules/Signup/Views/AudioFreeTrialStep2View.php",79,,
"CoreSites/AudioBlocks/Modules/Signup/Views/AudioJoinConcertView.php",34,,
"CoreSites/AudioBlocks/Modules/Signup/Views/AudioJoinOneClickCrossSellView.php",17,,
"CoreSites/AudioBlocks/Modules/Signup/Views/AudioJoinStep0View.php",18,,
"CoreSites/AudioBlocks/Modules/Signup/Views/AudioJoinStep1View.php",25,,
"CoreSites/AudioBlocks/Modules/Signup/Views/AudioJoinStep2View.php",18,,
"CoreSites/AudioBlocks/Modules/Signup/Views/AudioPartnerSignupPageView.php",36,,
"CoreSites/AudioBlocks/Modules/StockDetails/Controllers/AudioStockDetailsController.php",92,"AudioStockDetailsController",10
"CoreSites/AudioBlocks/Modules/StockDetails/Routes/AudioStockDetailsRouteCollection.php",89,"AudioStockDetailsRouteCollection",9
"CoreSites/AudioBlocks/Modules/StockDetails/ViewModels/AudioStockDetailsCategoryViewModel.php",36,"AudioStockDetailsCategoryViewModel",7
"CoreSites/AudioBlocks/Modules/StockDetails/ViewModels/AudioStockDetailsKeywordViewModel.php",11,"AudioStockDetailsKeywordViewModel",1
"CoreSites/AudioBlocks/Modules/StockDetails/Views/AudioStockDetailsView.php",188,,
"CoreSites/AudioBlocks/Modules/StockDetails/ViewModels/AudioStockDetailsViewModel.php",281,"AudioStockDetailsViewModel",14
"CoreSites/AudioBlocks/Modules/StockCollection/Controllers/AudioStockCollectionController.php",20,"AudioStockCollectionController",2
"CoreSites/AudioBlocks/Modules/User/Controllers/AudioStockDetailsApiController.php",12,"AudioStockDetailsApiController",3
"CoreSites/AudioBlocks/Modules/User/Controllers/AudioUserLoginController.php",33,"AudioUserLoginController",4
"CoreSites/AudioBlocks/Modules/User/Models/AudioUserLoginModel.php",22,"AudioUserLoginModel",1
"CoreSites/AudioBlocks/Modules/User/Routes/AudioUserRouteCollection.php",52,"AudioUserRouteCollection",7
"CoreSites/AudioBlocks/Services/Members/MemberService/_AudioMemberServicePartialAllowDownloadInformation.php",34,"_AudioMemberServicePartialAllowDownloadInformation",4
"CoreSites/AudioBlocks/Widgets/Views/Popup/AudioEnterpriseContactPopupWidgetView.php",5,,
"CoreSites/AudioBlocks/Widgets/Views/Popup/AudioMemberCancelFrictionPopupWidgetView.php",33,,
"CoreSites/AudioBlocks/Widgets/ViewModels/Popup/AudioMemberCancelFrictionPopupWidgetViewModel.php",40,"AudioMemberCancelFrictionPopupWidgetViewModel",3
"CoreSites/AudioBlocks/Widgets/Widgets/Pixels/AudioFaceBookRetargetingPixelWidget.php",26,"AudioFaceBookRetargetingPixelWidget",1
"CoreSites/AudioBlocks/Widgets/Widgets/Pixels/AudioListenLoopTrackingPixelWidget.php",10,"AudioListenLoopTrackingPixelWidget",3
"CoreSites/AudioBlocks/Widgets/Widgets/Pixels/AudioMemberConfirmationPixelWidget.php",33,"AudioMemberConfirmationPixelWidget",2
"CoreSites/AudioBlocks/Widgets/Widgets/Pixels/AudioMemberSubscriptionPurchasePixelWidget.php",28,"AudioMemberSubscriptionPurchasePixelWidget",2
"CoreSites/AudioBlocks/Widgets/Widgets/Pixels/AudioOptimizelyCustomizationPixel.php",10,"AudioOptimizelyCustomizationPixel",2
"CoreSites/AudioBlocks/Widgets/Widgets/Popup/AudioEnterpriseContactPopupWidget.php",13,"AudioEnterpriseContactPopupWidget",3
"CoreSites/AudioBlocks/Widgets/Widgets/Popup/AudioMemberCancelFrictionPopupWidget.php",14,"AudioMemberCancelFrictionPopupWidget",2
"CoreSites/Common/DTOs/Members/MemberPaymentChargebackDetails/MemberPaymentChargebackDetailsDTO.php",95,"MemberPaymentChargebackDetailsDTO",23
"CoreSites/Common/DTOs/Members/MemberPaymentChargebackDetails/MemberPaymentChargebackDetailsDTOFactory.php",36,"MemberPaymentChargebackDetailsDTOFactory",1
"CoreSites/Common/Entities/Billing/Helpers/PaymentGatewayMethod.php",25,"PaymentGatewayMethod",0
"CoreSites/Common/Entities/Billing/Helpers/_PaymentGatewayResponseDTO.php",20,"_PaymentGatewayResponseDTO",4
"CoreSites/Common/Entities/Extensions/datatables/DatatablesAJAXParameters.php",70,"DatatablesAJAXParameters",16
"CoreSites/Common/Entities/Extensions/esps/AbstractESP.php",30,"AbstractESP",5
"CoreSites/Common/Entities/Extensions/esps/ESPCommonDataAttributeNames.php",14,"ESPCommonDataAttributeNames",0
"CoreSites/Common/Entities/Extensions/esps/ESPInterface.php",8,,
"CoreSites/Common/Entities/Extensions/esps/ESPMemberType.php",8,"ESPMemberType",0
"CoreSites/Common/Entities/Extensions/esps/ESPSubscriber.php",322,"ESPSubscriber",89
"CoreSites/Common/Entities/Extensions/esps/ESPSubscriberStatus.php",5,"ESPSubscriberStatus",0
"CoreSites/Common/Entities/Extensions/esps/ESPSubscriberFactory.php",260,"ESPSubscriberFactory",23
"CoreSites/Common/Entities/Extensions/esps/SeparatedSubscribersByESPMemberTypeDTO.php",46,"SeparatedSubscribersByESPMemberTypeDTO",9
"CoreSites/Common/Entities/Extensions/loggly/LogglyApi.php",21,"LogglyApi",3
